Cell_name;PXD_list;parent
MHHi001-A-4;False;/cellosaurus/CVCL_QX51
MHHi001-A-5;False;/cellosaurus/CVCL_QX51
MHHi002-A;False;False
MHHi002-A-1;False;/cellosaurus/CVCL_QX52
MHHi002-A-2;False;/cellosaurus/CVCL_QX53
MHHi002-A-3;False;/cellosaurus/CVCL_QX52
MHHi006-A;False;False
MHHi006-A-1;False;/cellosaurus/CVCL_VN33
MHHi006-A-3;False;/cellosaurus/CVCL_VN33
MHHi007-A;False;False
MHHi007-A-1;False;/cellosaurus/CVCL_VN31
MHHi009-A;False;False
MHHi009-A-4;False;/cellosaurus/CVCL_A7GM
MHHi010-A;False;False
MHHi015-A;False;False
MHHi021-A;False;False
MHHi021-B;False;False
MICCNi001-A;False;False
MICCNi001-B;False;False
MICCNi002-A;False;False
MICCNi002-B;False;False
MILi001-A;False;/cellosaurus/CVCL_3653
MiPSC5;False;False
MiPSC5-T1;False;/cellosaurus/CVCL_A4RE
MiPSC5-T3;False;/cellosaurus/CVCL_A4RE
MiPSC5-T7;False;/cellosaurus/CVCL_A4RE
MIRJT6i-mND1-4;False;False
MIRJT7i-mND2-0;False;False
MLi002-A;False;False
MLi003-A;False;False
MLi004-A;False;False
MMCi001-A;False;False
MMD HEM#30;False;False
MMD ISCH#6;False;False
MML-6838-Cl2;False;False
MNZTASi001-A;False;False
MODY1-iPS-A-3;False;/cellosaurus/CVCL_H970
MODY1-iPS-B-1;False;/cellosaurus/CVCL_AI26
MODY1-iPS-B-13;False;/cellosaurus/CVCL_AI26
MODY1-iPS-B-5;False;/cellosaurus/CVCL_AI26
MODY1-iPS-B-6;False;/cellosaurus/CVCL_AI26
MODY1-iPS-B-7;False;/cellosaurus/CVCL_AI26
MODY1-iPS-B-8;False;/cellosaurus/CVCL_AI26
MODY1-iPS-B-9;False;/cellosaurus/CVCL_AI26
MPIi006-A;False;/cellosaurus/CVCL_F209
MPIi007-A;False;/cellosaurus/CVCL_6B33
MPSII-1.3;False;False
MPSII-2.5;False;False
MPSII-4.1;False;False
MPSII-mother.1;False;False
MRIi003-A;False;False
MRIi003-A-1;False;/cellosaurus/CVCL_A8MN
MRIi003-A-2;False;/cellosaurus/CVCL_A8MN
MS-BP002-iPSC;False;False
MS-BP003-iPSC;False;False
MSC-iPSC 74;False;False
MUi011-A;False;False
MUNIi005-A;False;/cellosaurus/CVCL_H793
MUNIi006-A;False;/cellosaurus/CVCL_D534
MUNIi007-A;False;/cellosaurus/CVCL_T872
MUNIi008-A;False;/cellosaurus/CVCL_BW36
MUNIi009-A;False;/cellosaurus/CVCL_F110
MUNIi010-A;False;/cellosaurus/CVCL_7393
MUNIi011-A;False;False
MUNIi012-A;False;False
MUNIi013-A;False;False
MUNIi014-A;False;False
MUNIi015-A;False;False
MUNIi016-A;False;False
MUSCSDi001-A;False;/cellosaurus/CVCL_2337
MUSIi007-A;False;False
MUSIi008-A;False;False
MUSIi009-A;False;False
MUSIi010-A;False;False
MUSIi012-A;False;False
MUSIi012-A-2;False;/cellosaurus/CVCL_YE49
MUSIi012-A-3;False;/cellosaurus/CVCL_YE49
MUSIi013-A;False;False
N-iPSC-1;False;False
N1-iPS-1;False;/cellosaurus/CVCL_L604
N1-iPS-2;False;/cellosaurus/CVCL_L604
N116213;False;False
N117322;False;False
N44SV.5;False;False
NCBSi001-A;False;False
NCBSi002-A;False;False
NCCSi002-A;False;False
NCCSi003-A;False;False
NCCSi004-A;False;False
NCCSi008-A;False;False
NCCSi008-B;False;False
NCCSi009-A;False;False
NCCSi010-A;False;False
NCCSi010-B;False;False
NCCSi011-A;False;False
NCCSi011-B;False;False
ND27760;False;False
ND29369;False;False
ND29543;False;False
ND30171;False;False
ND31618;False;False
ND34391;False;/cellosaurus/CVCL_F204
ND34791;False;False
ND35367;False;/cellosaurus/CVCL_A9R0
ND40018;False;False
ND40019;False;False
ND40071E11;False;/cellosaurus/CVCL_EZ48
ND40996;False;False
ND41870;False;False
ND41871;False;False
ND41872;False;False
NDi001-A;False;/cellosaurus/CVCL_0002
NDi002-A;False;False
NDi002-B;False;False
NDi004-A;False;False
NDi004-B;False;False
NDi004-C;False;False
NH1-1;False;False
NH2-6;False;False
NH50281;False;False
NH50282;False;False
NH50283;False;False
NH50284;False;False
NHEK-iPSCs #1;False;False
NHEK-iPSCs #2;False;False
NHRI-iPSC-001-01;False;False
NHRI-iPSC-003-04;False;False
NHRI-iPSC-004-03;False;False
NHRI-iPSC-005-01;False;False
NHRI-iPSC-006-01;False;False
NHRI-iPSC-007-01;False;False
NHRI-iPSC-008-01;False;False
NIDCRi001-A;False;False
NIHTVBi015-A;False;False
NMSUNLi001-A;False;False
Nor-iPSC;False;/cellosaurus/CVCL_0347
NTUH-iPSC-001-05;False;False
NTUH-iPSC-001-05-FFXF;False;/cellosaurus/CVCL_GT41
NTUH-iPSC-002-02;False;False
NTUH-iPSC-003-40;False;False
NTUH-iPSC-004-06;False;False
NTUH-iPSC-005-02;False;False
NTUH-iPSC-007-03;False;False
NTUH-iPSC-008-11;False;False
NTUH-iPSC-009-07;False;False
NTUH-iPSC-010-06;False;False
NTUH-iPSC-011-05;False;False
NTUH-iPSC-012-04;False;False
NTUH-iPSC-013-01;False;False
NTUH-iPSC-014-01;False;False
NUIGi001-A;False;False
NUIGi003-A;False;False
NUIGi005-A;False;False
NUIGi005-B;False;False
NUIGi005-C;False;False
NUIGi006-A;False;False
NUIGi006-B;False;False
NUIGi006-C;False;False
NUIGi007-A;False;False
NUIGi007-B;False;False
NUIGi008-A;False;False
NUIGi008-B;False;False
NUIGi008-C;False;False
NUIGi009-A;False;False
NUIGi009-B;False;False
NUIGi009-C;False;False
NUIGi010-A;False;False
NUIGi010-B;False;False
NUIGi010-C;False;False
NUIGi011-A;False;False
NUIGi011-B;False;False
NUIGi011-C;False;False
NUIGi022-A;False;False
NUIGi022-B;False;False
NUIGi023-A;False;False
NUIGi023-B;False;False
NUIGi024-A;False;False
NUIGi024-B;False;False
NUIGi025-A;False;False
NUIGi025-B;False;False
NUIGi026-A;False;False
NUIGi026-B;False;False
NUIGi027-A;False;False
NUIGi028-A;False;False
NUIGi029-A;False;False
NUIGi033-A;False;False
NUIGi034-A;False;False
NUIGi035-A;False;False
NUIGi036-A;False;False
NUIGi037-A;False;False
NUIGi039-A;False;False
NUIGi039-B;False;False
NUIGi040-A;False;False
NUIGi040-B;False;False
NUIGi041-A;False;False
NUIGi041-B;False;False
NUIGi042-A;False;False
NUIGi042-B;False;False
NUIGi043-A;False;False
NUIGi043-B;False;False
NUIGi043-C;False;False
NUIGi044-A;False;False
NUIGi044-B;False;False
NUIGi044-C;False;False
NUIGi045-A;False;False
NUIGi052-A;False;False
NUIGi052-B;False;False
NUIGi052-C;False;False
NUIGi055-A;False;False
NUIGi055-B;False;False
NUIGi055-C;False;False
NYSCF-10005-1044-1044-Skin-mR-iPSC;False;False
NYSCF-10005-1046-1046-Skin-mR-iPSC;False;False
NYSCF-10005-1047-1047-Skin-mR-iPSC;False;False
NYSCF-10005-1048-1048-Skin-mR-iPSC;False;False
NYSCF-10005-1049-1049-Skin-mR-iPSC;False;False
NYSCF-10005-1050-1050-Skin-mR-iPSC;False;False
NYSCF-10005-1051-1051-Skin-mR-iPSC;False;False
NYSCF-10005-1058-1058-Skin-mR-iPSC;False;False
NYSCF-10005-1059-1059-Skin-mR-iPSC;False;False
NYSCF-10005-1062-1062-Skin-mR-iPSC;False;False
NYSCF-10005-1063-1063-Skin-mR-iPSC;False;False
NYSCF-10005-1064-1064-Skin-mR-iPSC;False;False
NYSCF-10005-1065-1065-Skin-mR-iPSC;False;False
NYSCF-10005-1067-1067-Skin-mR-iPSC;False;False
NYSCF-10005-1069-1069-Skin-mR-iPSC;False;False
NYSCF-10005-1070-1070-Skin-mR-iPSC;False;False
NYSCF-10005-117-117-Skin-sv-iPSC;False;False
NYSCF-10005-118-118-Skin-mR-iPSC;False;False
NYSCF-10005-128-128-Skin-mR-iPSC;False;False
NYSCF-10005-141-141-Skin-mR-iPSC;False;False
NYSCF-10005-177-177-Skin-mR-iPSC;False;False
NYSCF-10005-186-186-Skin-mR-iPSC;False;False
NYSCF-10005-370-370-Skin-mR-iPSC;False;False
NYSCF-10005-375-375-Skin-mR-iPSC;False;False
NYSCF-10005-384-384-Skin-mR-iPSC;False;False
NYSCF-10005-392-392-Skin-mR-iPSC;False;False
NYSCF-10005-401-401-Skin-mR-iPSC;False;False
NYSCF-10005-405-405-Skin-mR-iPSC;False;False
NYSCF-10005-406-406-Skin-mR-iPSC;False;False
NYSCF-10005-411-411-Skin-mR-iPSC;False;False
NYSCF-10005-415-415-Skin-mR-iPSC;False;False
NYSCF-10005-417-417-Skin-mR-iPSC;False;False
NYSCF-10005-425-425-Skin-mR-iPSC;False;False
NYSCF-10005-432-432-Skin-mR-iPSC;False;False
NYSCF-10005-433-433-Skin-mR-iPSC;False;False
NYSCF-10005-434-434-Skin-mR-iPSC;False;False
NYSCF-10005-437-437-Skin-mR-iPSC;False;False
NYSCF-10005-438-438-Skin-mR-iPSC;False;False
NYSCF-10005-459-459-Skin-mR-iPSC;False;False
NYSCF-10005-460-460-Skin-mR-iPSC;False;False
NYSCF-10005-465-465-Skin-mR-iPSC;False;False
NYSCF-10005-469-469-Skin-mR-iPSC;False;False
NYSCF-10005-470-470-Skin-mR-iPSC;False;False
NYSCF-10005-476-476-Skin-mR-iPSC;False;False
NYSCF-10005-478-478-Skin-mR-iPSC;False;False
NYSCF-10005-491-491-Skin-mR-iPSC;False;False
NYSCF-10005-555-555-Skin-mR-iPSC;False;False
NYSCF-10005-558-558-Skin-mR-iPSC;False;False
NYSCF-10005-562-562-Skin-mR-iPSC;False;False
NYSCF-10005-566-566-Skin-mR-iPSC;False;False
NYSCF-10005-568-568-Skin-mR-iPSC;False;False
NYSCF-10005-569-569-Skin-mR-iPSC;False;False
NYSCF-10005-570-570-Skin-mR-iPSC;False;False
NYSCF-10005-580-580-Skin-mR-iPSC;False;False
NYSCF-10005-582-582-Skin-mR-iPSC;False;False
NYSCF-10005-583-583-Skin-mR-iPSC;False;False
NYSCF-10005-585-585-Skin-mR-iPSC;False;False
NYSCF-10005-590-590-Skin-mR-iPSC;False;False
NYSCF-10005-592-592-Skin-mR-iPSC;False;False
NYSCF-10005-596-596-Skin-mR-iPSC;False;False
NYSCF-10005-597-597-Skin-mR-iPSC;False;False
NYSCF-10005-598-598-Skin-mR-iPSC;False;False
NYSCF-10005-605-605-Skin-mR-iPSC;False;False
NYSCF-10005-611-611-Skin-mR-iPSC;False;False
NYSCF-10005-617-617-Skin-mR-iPSC;False;False
NYSCF-10005-623-623-Skin-mR-iPSC;False;False
NYSCF-10005-632-632-Skin-mR-iPSC;False;False
NYSCF-10005-635-635-Skin-mR-iPSC;False;False
NYSCF-10005-636-636-Skin-mR-iPSC;False;False
NYSCF-10005-642-642-Skin-mR-iPSC;False;False
NYSCF-10005-644-644-Skin-mR-iPSC;False;False
NYSCF-10005-645-645-Skin-mR-iPSC;False;False
NYSCF-10005-648-648-Skin-mR-iPSC;False;False
NYSCF-10005-650-650-Skin-mR-iPSC;False;False
NYSCF-10005-660-660-Skin-mR-iPSC;False;False
NYSCF-10005-661-661-Skin-mR-iPSC;False;False
NYSCF-10005-669-669-Skin-mR-iPSC;False;False
NYSCF-10005-675-675-Skin-mR-iPSC;False;False
NYSCF-10005-684-684-Skin-mR-iPSC;False;False
NYSCF-10005-686-686-Skin-mR-iPSC;False;False
NYSCF-10005-689-689-Skin-mR-iPSC;False;False
NYSCF-10005-694-694-Skin-mR-iPSC;False;False
NYSCF-10005-699-699-Skin-mR-iPSC;False;False
NYSCF-10005-700-700-Skin-mR-iPSC;False;False
NYSCF-10005-702-702-Skin-mR-iPSC;False;False
NYSCF-10005-705-705-Skin-mR-iPSC;False;False
NYSCF-10005-709-709-Skin-mR-iPSC;False;False
NYSCF-10005-716-716-Skin-mR-iPSC;False;False
NYSCF-10005-733-733-Skin-mR-iPSC;False;False
NYSCF-10005-739-739-Skin-mR-iPSC;False;False
NYSCF-10005-743-743-Skin-mR-iPSC;False;False
NYSCF-10005-750-750-Skin-mR-iPSC;False;False
NYSCF-10005-752-752-Skin-mR-iPSC;False;False
NYSCF-10005-767-767-Skin-mR-iPSC;False;False
NYSCF-10005-773-773-Skin-mR-iPSC;False;False
NYSCF-10005-780-780-Skin-mR-iPSC;False;False
NYSCF-10005-794-794-Skin-mR-iPSC;False;False
NYSCF-10005-808-808-Skin-mR-iPSC;False;False
NYSCF-10005-818-818-Skin-mR-iPSC;False;False
NYSCF-10005-819-819-Skin-mR-iPSC;False;False
NYSCF-10005-824-824-Skin-mR-iPSC;False;False
NYSCF-10005-825-825-Skin-mR-iPSC;False;False
NYSCF-10005-830-830-Skin-mR-iPSC;False;False
NYSCF-10005-835-835-Skin-mR-iPSC;False;False
NYSCF-10005-841-841-Skin-mR-iPSC;False;False
NYSCF-10005-845-845-Skin-mR-iPSC;False;False
NYSCF-10005-861-861-Skin-mR-iPSC;False;False
NYSCF-10005-876-876-Skin-mR-iPSC;False;False
NYSCF-10005-882-882-Skin-mR-iPSC;False;False
NYSCF-10005-885-885-Skin-mR-iPSC;False;False
NYSCF-10005-888-888-Skin-mR-iPSC;False;False
NYSCF-10005-900-900-Skin-mR-iPSC;False;False
NYSCF-10005-901-901-Skin-mR-iPSC;False;False
NYSCF-AD-1013-AG06842-Skin-RV-IPSC1;False;/cellosaurus/CVCL_H777
NYSCF-AD-1015-AG07671-Skin-RV-IPSC1;False;/cellosaurus/CVCL_4P39
NYSCF-AD-1016-AG07768-Skin-RV-IPSC1;False;/cellosaurus/CVCL_T877
NYSCF-AD-1019-AG07889-Skin-RV-IPSC1;False;/cellosaurus/CVCL_4K02
NYSCF-AD-1021-AG08446-Skin-RV-IPSC1;False;/cellosaurus/CVCL_4K58
Oex2054SV.4;False;False
OFi001-A;False;False
OFi002-A;False;False
P1-iPSC;False;/cellosaurus/CVCL_DD47
PA1;False;False
PA22;False;False
PA9;False;False
PB1;False;/cellosaurus/CVCL_ZX89
PB18;False;/cellosaurus/CVCL_ZX89
PB2;False;/cellosaurus/CVCL_ZX89
PB20;False;/cellosaurus/CVCL_ZX89
PB48;False;False
PBMC iPSC #1;False;False
PBMC iPSC #2;False;False
PBMC iPSC #3;False;False
PD-BP001-iPSC;False;False
PD-BP15-iPSC;False;False
PD-BP19-iPSC;False;False
PD-BP26-iPSC;False;False
PD-BP44-iPSC;False;False
PD-iPS1 [Human iPSC China];False;False
PD-iPS1 [Human iPSC USA];False;/cellosaurus/CVCL_L781
PD-iPS2;False;False
PDSH723R01#12;False;False
PDSH723R01#16;False;False
PDSH723R01#5;False;False
PDSHM147V#13;False;False
PDSHM147V#18;False;False
PDSHM147V#3;False;False
PDSHT410M#11;False;False
PDSHT410M#12;False;False
PDSHT410M#3;False;False
PDX1 C18R iPSC1;False;False
PDX1 P33T iPSC1;False;False
PEIi001-A;False;False
PEIi002-A;False;False
PEIi002-B;False;False
PEIi002-C;False;False
PENN123i-SV20;False;False
PENN141i-M6-2;False;False
PENN142i-M3-19;False;False
PENN143i-M10-11;False;False
PENN146i-M11-5;False;False
PENN148i-M8-3;False;False
PENN155i-M3-21;False;False
PENN156i-M8-2;False;False
PENN157i-M2-6;False;False
PENN160i-M6-6;False;False
PENN161i-M10-5;False;False
PENN164i-M11-1;False;False
PENN165i-M2-21;False;False
PFIZi001-A;False;False
PFIZi002-A;False;False
PFIZi003-A;False;False
PFIZi004-A;False;False
PG1-iPS-1;False;/cellosaurus/CVCL_H766
PG1-iPS-2;False;/cellosaurus/CVCL_H766
PG2-iPS-1;False;/cellosaurus/CVCL_H765
PG2-iPS-2;False;/cellosaurus/CVCL_H765
PG64SV.2;False;False
PH1-Fib-hiPSC4F1;False;False
PH1-iPSC#1;False;False
PH1-iPSC#2;False;False
PH1-iPSC#2-TTRp-AGXT;False;/cellosaurus/CVCL_A4WD
PH1-iPSC#2-TTRp-eGFP;False;/cellosaurus/CVCL_A4WD
PH1-PBMCs-hiPSC4F1;False;False
PHAi001-A;False;False
PHAi001-B;False;False
PHAi002-A;False;False
PHAi002-B;False;False
PHAi003-A;False;False
PHAi003-B;False;False
PLAFMCi003-A;False;False
PMD1-15;False;False
PMD1-27;False;False
PMD1-7;False;False
PMD2-10;False;False
PMD2-22;False;False
PMD2-6;False;False
PN1-iPSC;False;False
PN2-iPSC;False;False
PomD-iPSC A10;False;False
PomD-iPSC A17;False;False
PomD-iPSC A25;False;False
PomD-iPSC B03;False;False
PSHi002-A;False;False
PUFHi001-A;False;False
PUMCHi001-A-1;False;/cellosaurus/CVCL_YC52
PUMCi001-A;False;False
PWS SD 2-1 iPSC;False;/cellosaurus/CVCL_ZJ46
PWS SD 2-2 iPSC;False;/cellosaurus/CVCL_ZJ46
PWS SD 2-3 iPSC;False;/cellosaurus/CVCL_ZJ46
PWS SD 2-4 iPSC;False;/cellosaurus/CVCL_ZJ46
PWS SD 2-5 iPSC;False;/cellosaurus/CVCL_ZJ46
PWS SD 2-6 iPSC;False;/cellosaurus/CVCL_ZJ46
PWS SD 2-7 iPSC;False;/cellosaurus/CVCL_ZJ46
PWS SD 2-8 iPSC;False;/cellosaurus/CVCL_ZJ46
PWS SD 2-9 iPSC;False;/cellosaurus/CVCL_ZJ46
PWS UPD 1.2;False;False
PWS-iPSC-1-A;False;/cellosaurus/CVCL_5I47
PWS-iPSC-1-B;False;/cellosaurus/CVCL_5I47
PWS-iPSC-2-A;False;/cellosaurus/CVCL_U542
PWS-iPSC-2-B;False;/cellosaurus/CVCL_U542
QBRIi007-A;False;False
QBRIi009-A;False;False
QBRIi010-A;False;False
QBRIi011-A;False;False
QBRIi012-A;False;False
QDMHi001-A;False;False
R1-hiPSC1;False;False
R1-hiPSC10;False;False
R1-hiPSC11;False;False
R1-hiPSC13;False;False
R1-hiPSC14;False;False
R1-hiPSC15;False;False
R1-hiPSC2;False;False
R1-hiPSC3;False;False
R1-hiPSC4;False;False
R1-hiPSC5;False;False
R1-hiPSC6;False;False
R1-hiPSC7;False;False
R1-hiPSC8;False;False
R1-hiPSC9;False;False
RB-iPS-1;False;False
RB-iPS-2;False;False
RCi001-A;False;False
RCi001-B;False;False
RCi002-A;False;False
RCi002-B;False;False
RCMGi002-A;False;False
RCNSi001-A;False;False
RCNSi001-B;False;False
RCNSi002-A;False;False
RCNSi002-B;False;False
RCPFi001-A;False;False
RCPFi003-A;False;False
RCPFi004-A;False;False
RCPFi005-A;False;False
RCPFi006-A;False;False
RCPFi007-A;False;False
RDEB-iPSC26;False;False
REGUi003-A;False;False
REGUi004-A;False;False
REGUi005-A;False;False
REGUi006-A;False;False
REGUi007-A;False;False
REGUi008-A;False;False
REGUi009-A;False;False
REGUi012-A;False;False
REGUi013-A;False;False
REGUi014-A;False;False
Rev1-iPSC;False;/cellosaurus/CVCL_A4TH
RP1-hiPSC1;False;False
RP1-hiPSC10;False;False
RP1-hiPSC11;False;False
RP1-hiPSC12;False;False
RP1-hiPSC2;False;False
RP1-hiPSC3;False;False
RP1-hiPSC4;False;False
RP1-hiPSC5;False;False
RP1-hiPSC6;False;False
RP1-hiPSC7;False;False
RP1-hiPSC8;False;False
RP1-hiPSC9;False;False
RP2-hiPSC1;False;False
RP2-hiPSC2;False;False
RP2-hiPSC3;False;False
RPCi001-A;False;False
RTT-1155del32 C15;False;/cellosaurus/CVCL_4F14
RTT-1155del32 C18;False;/cellosaurus/CVCL_4F14
S08;False;False
S1-iPSC;False;False
S110-iPSC;False;/cellosaurus/CVCL_DD49
S12 [Human iPSC];False;False
S2-iPSC;False;False
SAA1-iPSC;False;False
SAA2-iPSC;False;False
SAA3-iPSC;False;False
SAHGMUi001-A;False;False
SALS-1;False;/cellosaurus/CVCL_ZY52
SALS-10;False;/cellosaurus/CVCL_ZY61
SALS-11;False;/cellosaurus/CVCL_ZY62
SALS-12;False;/cellosaurus/CVCL_ZY63
SALS-13;False;/cellosaurus/CVCL_ZY64
SALS-14;False;/cellosaurus/CVCL_ZY65
SALS-15;False;/cellosaurus/CVCL_ZY66
SALS-16;False;/cellosaurus/CVCL_ZY67
SALS-17;False;/cellosaurus/CVCL_ZY68
SALS-18;False;/cellosaurus/CVCL_ZY69
SALS-19;False;/cellosaurus/CVCL_ZY70
SALS-2;False;/cellosaurus/CVCL_ZY53
SALS-20;False;/cellosaurus/CVCL_ZY71
SALS-21;False;/cellosaurus/CVCL_ZY72
SALS-22;False;/cellosaurus/CVCL_ZY73
SALS-23;False;/cellosaurus/CVCL_ZY74
SALS-24;False;/cellosaurus/CVCL_ZY75
SALS-25;False;/cellosaurus/CVCL_ZY76
SALS-26;False;/cellosaurus/CVCL_ZY77
SALS-27;False;/cellosaurus/CVCL_ZY78
SALS-28;False;/cellosaurus/CVCL_ZY79
SALS-29;False;/cellosaurus/CVCL_ZY80
SALS-3;False;/cellosaurus/CVCL_ZY54
SALS-30;False;/cellosaurus/CVCL_ZY81
SALS-31;False;/cellosaurus/CVCL_ZY82
SALS-32;False;/cellosaurus/CVCL_ZY83
SALS-4;False;/cellosaurus/CVCL_ZY55
SALS-5;False;/cellosaurus/CVCL_ZY56
SALS-6;False;/cellosaurus/CVCL_ZY57
SALS-7;False;/cellosaurus/CVCL_ZY58
SALS-8;False;/cellosaurus/CVCL_ZY59
SALS-9;False;/cellosaurus/CVCL_ZY60
SAM iPSC clone 1;False;False
SAM iPSC clone 2;False;False
SANi001-A;False;False
SANi002-A;False;False
SANi003-A;False;False
SANi003-B;False;False
SANi005-A;False;False
SANi006-A;False;False
SANi007-A;False;False
SANi008-A;False;False
SANi009-A;False;False
SANi010-A;False;False
SAPi002-A;False;False
SAPi003-A;False;False
SAPi004-A;False;False
SC102A-1;False;False
SCD16-2E;False;False
SCD162-13-2;False;False
SCD162-17-2;False;False
SCD162-6-2;False;False
SCD166-2-14;False;False
SCD166-2-16;False;False
SCD166-2-3;False;False
SCD36-1;False;False
SCD36-2;False;False
SCD36-3;False;False
SCMCi001-A;False;False
SCMCi001-A-1;False;/cellosaurus/CVCL_A8HD
SCMCi002-A;False;False
SCMCi003-A;False;False
SCMCi004-A;False;False
SCVIi001-A;False;False
SCVIi002-A;False;False
SCZ#3-4 iPSC;False;False
SCZ#4-9 iPSC;False;False
SDQLCHi007-A;False;False
SDQLCHi010-A;False;False
SDQLCHi012-A;False;False
SDQLCHi013-A;False;False
SDQLCHi015-A;False;False
SDQLCHi017-A;False;False
SDQLCHi021-A;False;False
SDQLCHi025-A;False;False
SDQLCHi032-A;False;False
SDQLCHi035-A;False;False
SDQLCHi039-A;False;False
SDQLCHi042-A;False;False
SDUBMSi006-A;False;False
SDUKIi004-A;False;False
SEIi001-A;False;False
SF-003;False;False
SF180;False;False
SF828;False;False
SF829;False;False
SF830;False;False
SF831;False;False
SF856;False;False
SFC6-iPS#3.1;False;False
SFC6-iPS#3.2;False;False
SFC7-iPS#3.1;False;False
SFC7-iPS#3.2;False;False
SFCi55;False;False
SFCi55-ZsGr;False;/cellosaurus/CVCL_UL47
SHCMDLi001-A;False;False
SHCMDLi002-A;False;False
SIAISi001-A;False;False
SIAISi002-A;False;False
SIAISi006-A;False;False
SIAISi007-A;False;False
SIAISi008-A;False;False
SIGi001-A;False;False
SKLOi001-A;False;False
SMBCi001-A;False;False
SMBCi002-A;False;False
SMBCi004-A;False;False
SMBCi013-A;False;False
SMUSHi001-A;False;False
SORMi002-A;False;False
SPG11-11;False;False
SPG11-12;False;False
SPG11-21;False;False
SPG11-22;False;False
SPG11-31;False;False
SPG11-32;False;False
SPG11-CTRL-12;False;False
SPG11-CTRL-13;False;False
SPG11-CTRL-21;False;False
SPG11-CTRL-22;False;False
STAN078i-018C2;False;False
STAN079i-018C3;False;False
STAN080i-023C2;False;False
STAN081i-023C3;False;False
STAN082i-024C1;False;False
STAN083i-024C4;False;False
STAN086i-054C1;False;False
STAN087i-054C2;False;False
STAN088i-060C1;False;False
STAN091i-071C2;False;False
STAN095i-102C4;False;False
STAN096i-102C6;False;False
STAN097i-107C3;False;False
STAN098i-107C4;False;False
STAN101i-110C3;False;False
STAN104i-120C3;False;False
STAN108i-123C2;False;False
STAN109i-123C3;False;False
STAN117i-182C4;False;False
STAN118i-182C7;False;False
STAN128i-211C2;False;False
STAN131i-214C3;False;False
STAN132i-214C4;False;False
STAN133i-215C1;False;False
STAN134i-215C2;False;False
STAN137i-231C3;False;False
STAN138i-239C3;False;False
STAN139i-239C5;False;False
STAN140i-243C1;False;False
STAN141i-250C4;False;False
STAN142i-255C1;False;False
STAN148i-291C3;False;False
STAN151i-303C3;False;False
STAN152i-307C2;False;False
STAN153i-307C3;False;False
STAN155i-313C2;False;False
STAN156i-334C1;False;False
STAN157i-334C2;False;False
STAN158i-336C2;False;False
STAN159i-336C3;False;False
STAN162i-345C2;False;False
STAN163i-345C5;False;False
STAN164i-352C1;False;False
STAN165i-352C5;False;False
STAN166i-356C4;False;False
STAN167i-356C6;False;False
STAN168i-358C1;False;False
STAN169i-358C4;False;False
STAN173i-368C2;False;False
STAN174i-371C3;False;False
STAN180i-408C2;False;False
STAN181i-408C4;False;False
STAN183i-410C4;False;False
STAN187i-420C6;False;False
STAN193i-432C1;False;False
STAN194i-432C3;False;False
STAN195i-434C3;False;False
STAN197i-441C1;False;False
STAN198i-441C2;False;False
STAN204i-448C1;False;False
STAN205i-448C2;False;False
STAN206i-459C1;False;False
STAN207i-459C2;False;False
STAN208i-460C2;False;False
STAN209i-460C6;False;False
STAN211i-475C1;False;False
STAN216i-496C1;False;False
STAN217i-496C2;False;False
STAN220i-504C2;False;False
STAN222i-509C2;False;False
STAN223i-509C3;False;False
STAN224i-514C3;False;False
STAN225i-514C4;False;False
STAN226i-516C3;False;False
STAN227i-516C5;False;False
STAN232i-541C2;False;False
STAN233i-541C5;False;False
STAN234i-546C1;False;False
STAN235i-546C2;False;False
STAN236i-551C1;False;False
STAN237i-551C2;False;False
STAN238i-553C5;False;False
STAN239i-553C8;False;False
STAN240i-558C3;False;False
STAN243i-589C3;False;False
STAN245i-601C4;False;False
STAN246i-601C5;False;False
STAN247i-614C2;False;False
STAN248i-617C1;False;False
STAN249i-617C2;False;False
STAN255i-649C1;False;False
STAN256i-649C2;False;False
STAN259i-688C1;False;False
STAN260i-688C3;False;False
STAN261i-698C5;False;False
STAN263i-703C1;False;False
STAN264i-703C2;False;False
STAN265i-707C1;False;False
STAN266i-707C4;False;False
STAN276i-756C4;False;False
STAN277i-756C5;False;False
STAN278i-767C2;False;False
STAN279i-767C3;False;False
STAN283i-771C4;False;False
STAN284i-780C1;False;False
STAN285i-780C2;False;False
STAN286i-799C2;False;False
STAN291i-827C1;False;False
STAN292i-827C2;False;False
STAN293i-835C1;False;False
STAN294i-835C5;False;False
STAN297i-839C1;False;False
STAN298i-839C5;False;False
STAN301i-845AC2;False;False
STAN302i-845AC4;False;False
STAN303i-864C2;False;False
STAN304i-864C5;False;False
STAN305i-865C2;False;False
STAN306i-865C3;False;False
STAN311i-906C1;False;False
STAN312i-906C3;False;False
STAN315i-909C1;False;False
STAN316i-909C2;False;False
STAN323i-928C2;False;False
STAN324i-928C6;False;False
STAN331i-952C3;False;False
STAN332i-952C5;False;False
STAN336i-963C1;False;False
STAN337i-963C3;False;False
STAN343i-998C1;False;False
STAN349i-762C3;False;False
STAN350i-694C5;False;False
STAN359i-442C11;False;False
STAN375i-961C1;False;False
STBCi014-B;False;False
STBCi019-A;False;/cellosaurus/CVCL_A8X7
STBCi019-C;False;/cellosaurus/CVCL_A8X7
STBCi023-B;False;/cellosaurus/CVCL_A8X8
STBCi023-C;False;/cellosaurus/CVCL_A8X8
