"Mouse orthology confidence [0 low, 1 high]",Mouse protein or transcript stable ID,%id. target Mouse gene identical to query gene,Protein stable ID
0,ENSMUSP00000141183,31.6532,ENSP00000372127
0,ENSMUSP00000140575,31.25,ENSP00000372127
0,ENSMUSP00000139784,31.25,ENSP00000372127
0,ENSMUSP00000139969,16.9355,ENSP00000372127
0,ENSMUSP00000140512,31.0484,ENSP00000372127
0,ENSMUSP00000139527,31.25,ENSP00000372127
0,ENSMUSP00000140936,31.25,ENSP00000372127
0,ENSMUSP00000139659,31.25,ENSP00000399181
0,ENSMUSP00000140704,31.25,ENSP00000399181
0,ENSMUSP00000097930,31.25,ENSP00000399181
0,ENSMUSP00000141183,31.6532,ENSP00000399181
0,ENSMUSP00000140575,31.25,ENSP00000399181
0,ENSMUSP00000139784,31.25,ENSP00000399181
0,ENSMUSP00000139969,16.9355,ENSP00000399181
0,ENSMUSP00000140512,31.0484,ENSP00000399181
0,ENSMUSP00000139527,31.25,ENSP00000399181
0,ENSMUSP00000140936,31.25,ENSP00000399181
0,ENSMUSP00000049715,44.1397,ENSP00000340971
0,ENSMUSP00000049715,44.1397,ENSP00000372303
0,ENSMUSP00000049715,44.1397,ENSP00000306549
1,ENSMUSP00000061095,80.4418,ENSP00000322408
1,ENSMUSP00000061095,80.4418,ENSP00000444293
1,ENSMUSP00000061095,80.4418,ENSP00000372256
0,ENSMUSP00000049715,44.1397,ENSP00000303599
0,ENSMUSP00000049715,44.1397,ENSP00000311166
0,ENSMUSP00000049715,44.1397,ENSP00000342302
0,ENSMUSP00000049715,44.1397,ENSP00000372307
0,ENSMUSP00000073522,27.5676,ENSP00000318502
0,ENSMUSP00000072333,27.5676,ENSP00000318502
0,ENSMUSP00000073522,27.5676,ENSP00000453750
0,ENSMUSP00000072333,27.5676,ENSP00000453750
0,ENSMUSP00000139659,31.25,ENSP00000307155
0,ENSMUSP00000140704,31.25,ENSP00000307155
0,ENSMUSP00000097930,31.25,ENSP00000307155
0,ENSMUSP00000141183,31.6532,ENSP00000307155
0,ENSMUSP00000140575,31.25,ENSP00000307155
0,ENSMUSP00000139784,31.25,ENSP00000307155
0,ENSMUSP00000139969,16.7339,ENSP00000307155
0,ENSMUSP00000140512,31.0484,ENSP00000307155
0,ENSMUSP00000139527,31.25,ENSP00000307155
0,ENSMUSP00000140936,31.25,ENSP00000307155
0,ENSMUSP00000010736,23.5131,ENSP00000389300
0,ENSMUSP00000010736,23.5131,ENSP00000489430
0,ENSMUSP00000010736,22.3118,ENSP00000384573
0,ENSMUSP00000010736,39.4977,ENSP00000371802
0,ENSMUSP00000088717,34.3137,ENSP00000372547
0,ENSMUSP00000088729,88.9394,ENSP00000353284
0,ENSMUSP00000088729,88.9394,ENSP00000336725
0,ENSMUSP00000070012,67.7978,ENSP00000328939
0,ENSMUSP00000070012,67.7978,ENSP00000372352
0,ENSMUSP00000070012,67.7978,ENSP00000485539
0,ENSMUSP00000070012,67.7978,ENSP00000355420
0,ENSMUSP00000070012,67.7978,ENSP00000330446
1,ENSMUSP00000107797,93.1818,ENSP00000284856
1,ENSMUSP00000025940,84.6847,ENSP00000371503
1,ENSMUSP00000025940,84.6847,ENSP00000333737
0,ENSMUSP00000124258,63.8631,ENSP00000371419
1,ENSMUSP00000069840,83.5905,ENSP00000371607
0,ENSMUSP00000093469,75.0462,ENSP00000255324
0,ENSMUSP00000093469,75.0462,ENSP00000255325
1,ENSMUSP00000120071,97.6744,ENSP00000371973
0,ENSMUSP00000073697,97.6744,ENSP00000371973
1,ENSMUSP00000120071,97.6744,ENSP00000475925
0,ENSMUSP00000073697,97.6744,ENSP00000475925
1,ENSMUSP00000120071,97.6744,ENSP00000481842
0,ENSMUSP00000073697,97.6744,ENSP00000481842
1,ENSMUSP00000016664,89.5652,ENSP00000325929
1,ENSMUSP00000016664,89.5652,ENSP00000497224
1,ENSMUSP00000022543,85.9447,ENSP00000371811
1,ENSMUSP00000031654,95.0355,ENSP00000370222
1,ENSMUSP00000043210,94.2857,ENSP00000369989
1,ENSMUSP00000043210,94.2857,ENSP00000369991
1,ENSMUSP00000023566,74.9755,ENSP00000284885
0,ENSMUSP00000112170,76.3953,ENSP00000355388
1,ENSMUSP00000022536,62.1359,ENSP00000382896
1,ENSMUSP00000022536,62.1359,ENSP00000298260
1,ENSMUSP00000022536,62.1359,ENSP00000319417
0,ENSMUSP00000156121,97.4026,ENSP00000490931
0,ENSMUSP00000156121,97.4026,ENSP00000490225
0,ENSMUSP00000156121,97.4026,ENSP00000490834
1,ENSMUSP00000142692,76.3441,ENSP00000486482
1,ENSMUSP00000142692,76.3441,ENSP00000400666
1,ENSMUSP00000142692,76.3441,ENSP00000255465
1,ENSMUSP00000142692,76.3441,ENSP00000486017
0,ENSMUSP00000022545,99.5192,ENSP00000371790
1,ENSMUSP00000113247,59.2491,ENSP00000255304
1,ENSMUSP00000113247,59.2491,ENSP00000480656
0,ENSMUSP00000074783,11.5607,ENSP00000333490
0,ENSMUSP00000147888,11.5607,ENSP00000333490
1,ENSMUSP00000082682,99.0698,ENSP00000345347
1,ENSMUSP00000082682,99.0698,ENSP00000384678
1,ENSMUSP00000082682,99.0698,ENSP00000343040
1,ENSMUSP00000082682,99.0698,ENSP00000382417
0,ENSMUSP00000029369,51.0588,ENSP00000369210
0,ENSMUSP00000029369,51.0588,ENSP00000326838
1,ENSMUSP00000082729,87.6325,ENSP00000370421
1,ENSMUSP00000144413,93.2401,ENSP00000318687
1,ENSMUSP00000144413,93.2401,ENSP00000487365
1,ENSMUSP00000144413,93.2401,ENSP00000369768
1,ENSMUSP00000001242,89.1791,ENSP00000480313
1,ENSMUSP00000001242,89.1791,ENSP00000485300
1,ENSMUSP00000022586,71.1111,ENSP00000368459
0,ENSMUSP00000049694,69.3227,ENSP00000491937
0,ENSMUSP00000076020,30.6849,ENSP00000284878
0,ENSMUSP00000076020,30.6849,ENSP00000383030
0,ENSMUSP00000076020,30.6849,ENSP00000348620
0,ENSMUSP00000076020,30.6849,ENSP00000383029
0,ENSMUSP00000076020,30.6849,ENSP00000383033
1,ENSMUSP00000022496,99.2322,ENSP00000261667
0,ENSMUSP00000024839,80.9706,ENSP00000482829
1,ENSMUSP00000022517,83.6991,ENSP00000298248
1,ENSMUSP00000022517,83.6991,ENSP00000372262
1,ENSMUSP00000022517,83.6991,ENSP00000493818
0,ENSMUSP00000049168,74.6081,ENSP00000418693
1,ENSMUSP00000031650,92.9712,ENSP00000370408
1,ENSMUSP00000135367,94.0248,ENSP00000370345
1,ENSMUSP00000022553,98.5163,ENSP00000348113
1,ENSMUSP00000022553,98.5163,ENSP00000386375
1,ENSMUSP00000022553,98.5163,ENSP00000386328
1,ENSMUSP00000022553,98.5163,ENSP00000479669
1,ENSMUSP00000022553,98.5163,ENSP00000261669
1,ENSMUSP00000157132,92.3181,ENSP00000383115
0,ENSMUSP00000054909,40.535,ENSP00000350419
0,ENSMUSP00000054909,40.535,ENSP00000304908
0,ENSMUSP00000054909,40.535,ENSP00000483261
0,ENSMUSP00000147285,97.99,ENSP00000432279
1,ENSMUSP00000025403,90.625,ENSP00000269159
0,ENSMUSP00000033871,95.0166,ENSP00000342267
1,ENSMUSP00000154390,76,ENSP00000368523
1,ENSMUSP00000038245,93.7126,ENSP00000384932
1,ENSMUSP00000038245,93.7126,ENSP00000370844
1,ENSMUSP00000086312,97.992,ENSP00000340823
1,ENSMUSP00000072129,82.5397,ENSP00000332805
1,ENSMUSP00000114717,76.354,ENSP00000372199
1,ENSMUSP00000016143,93.6255,ENSP00000335055
1,ENSMUSP00000016143,93.6255,ENSP00000354325
1,ENSMUSP00000156235,76.8456,ENSP00000383376
1,ENSMUSP00000156235,76.8456,ENSP00000420419
1,ENSMUSP00000156235,76.8456,ENSP00000318416
1,ENSMUSP00000080276,89.9522,ENSP00000369071
1,ENSMUSP00000080276,89.9522,ENSP00000369067
1,ENSMUSP00000080276,89.9522,ENSP00000369066
1,ENSMUSP00000080276,89.9522,ENSP00000437959
1,ENSMUSP00000080276,89.9522,ENSP00000437953
1,ENSMUSP00000026710,83.3536,ENSP00000382857
1,ENSMUSP00000026710,83.3536,ENSP00000382858
1,ENSMUSP00000026710,83.3536,ENSP00000334808
1,ENSMUSP00000025137,96.1948,ENSP00000261600
1,ENSMUSP00000066427,81.6964,ENSP00000286808
1,ENSMUSP00000109811,82.5806,ENSP00000299340
1,ENSMUSP00000109811,82.5806,ENSP00000498505
1,ENSMUSP00000109811,82.5806,ENSP00000382918
1,ENSMUSP00000023682,77.2085,ENSP00000307143
0,ENSMUSP00000125172,15.5477,ENSP00000307143
1,ENSMUSP00000055537,55,ENSP00000334834
1,ENSMUSP00000037631,85.6,ENSP00000382250
1,ENSMUSP00000083899,80.7062,ENSP00000305027
1,ENSMUSP00000083899,80.7062,ENSP00000429556
1,ENSMUSP00000083899,80.7062,ENSP00000352927
1,ENSMUSP00000083899,80.7062,ENSP00000463465
1,ENSMUSP00000083899,80.7062,ENSP00000382924
1,ENSMUSP00000052005,59.0551,ENSP00000339238
1,ENSMUSP00000154512,97.6672,ENSP00000261488
1,ENSMUSP00000068508,100,ENSP00000368477
0,ENSMUSP00000057392,90.6977,ENSP00000319052
1,ENSMUSP00000067057,82.3864,ENSP00000411658
1,ENSMUSP00000067057,82.3864,ENSP00000462647
1,ENSMUSP00000023684,85.8416,ENSP00000371236
1,ENSMUSP00000023684,85.8416,ENSP00000371253
1,ENSMUSP00000023684,85.8416,ENSP00000371261
1,ENSMUSP00000023684,85.8416,ENSP00000354388
1,ENSMUSP00000086411,91.0685,ENSP00000417257
1,ENSMUSP00000086411,91.0685,ENSP00000381362
1,ENSMUSP00000086411,91.0685,ENSP00000441831
0,ENSMUSP00000157180,74.5763,ENSP00000458290
1,ENSMUSP00000068195,93.8462,ENSP00000461945
1,ENSMUSP00000093450,66.6203,ENSP00000346175
1,ENSMUSP00000093450,66.6203,ENSP00000326477
1,ENSMUSP00000073957,92,ENSP00000320291
1,ENSMUSP00000073957,92,ENSP00000382372
1,ENSMUSP00000073957,92,ENSP00000349545
1,ENSMUSP00000056364,97,ENSP00000496801
1,ENSMUSP00000056364,97,ENSP00000368908
1,ENSMUSP00000059173,76.7442,ENSP00000317619
1,ENSMUSP00000059173,76.7442,ENSP00000391747
1,ENSMUSP00000147049,77.2308,ENSP00000490517
0,ENSMUSP00000127857,45.9215,ENSP00000367570
0,ENSMUSP00000131536,49.2447,ENSP00000367570
0,ENSMUSP00000053146,45.9215,ENSP00000367570
1,ENSMUSP00000125181,52.568,ENSP00000367570
0,ENSMUSP00000127857,45.9215,ENSP00000417539
0,ENSMUSP00000131536,49.2447,ENSP00000417539
0,ENSMUSP00000053146,45.9215,ENSP00000417539
1,ENSMUSP00000125181,52.568,ENSP00000417539
0,ENSMUSP00000127857,45.9215,ENSP00000350209
0,ENSMUSP00000131536,49.2447,ENSP00000350209
0,ENSMUSP00000053146,45.9215,ENSP00000350209
1,ENSMUSP00000125181,52.568,ENSP00000350209
1,ENSMUSP00000109608,93.8719,ENSP00000370543
0,ENSMUSP00000140888,54.0146,ENSP00000334866
1,ENSMUSP00000023666,83.7209,ENSP00000315700
1,ENSMUSP00000044472,88.8405,ENSP00000286835
1,ENSMUSP00000044472,88.8405,ENSP00000382703
1,ENSMUSP00000044472,88.8405,ENSP00000402377
1,ENSMUSP00000116015,74.0663,ENSP00000025301
1,ENSMUSP00000037557,80.4878,ENSP00000367049
1,ENSMUSP00000054774,92.5342,ENSP00000387250
1,ENSMUSP00000055253,78.2839,ENSP00000332034
1,ENSMUSP00000055253,78.2839,ENSP00000486159
0,ENSMUSP00000089728,96.7611,ENSP00000464447
0,ENSMUSP00000089728,96.7611,ENSP00000383125
0,ENSMUSP00000089728,96.7611,ENSP00000261601
0,ENSMUSP00000044932,63.0162,ENSP00000353048
0,ENSMUSP00000158673,34.3391,ENSP00000298738
1,ENSMUSP00000077899,85.6719,ENSP00000369442
1,ENSMUSP00000045333,94.1122,ENSP00000367177
1,ENSMUSP00000045333,94.1122,ENSP00000341350
1,ENSMUSP00000022650,88.3752,ENSP00000317144
1,ENSMUSP00000022650,88.3752,ENSP00000483286
1,ENSMUSP00000137246,76.9726,ENSP00000463375
1,ENSMUSP00000137246,76.9726,ENSP00000372982
1,ENSMUSP00000026704,96.5328,ENSP00000286788
1,ENSMUSP00000026704,96.5328,ENSP00000486921
1,ENSMUSP00000026704,96.5328,ENSP00000442730
1,ENSMUSP00000072154,95.0276,ENSP00000462468
1,ENSMUSP00000072154,95.0276,ENSP00000324740
1,ENSMUSP00000036369,68.1319,ENSP00000407763
1,ENSMUSP00000022656,66.9052,ENSP00000375082
1,ENSMUSP00000022656,66.9052,ENSP00000498664
1,ENSMUSP00000022656,66.9052,ENSP00000498882
1,ENSMUSP00000025127,96.9419,ENSP00000407723
1,ENSMUSP00000025127,96.9419,ENSP00000300249
1,ENSMUSP00000025127,96.9419,ENSP00000446343
1,ENSMUSP00000025127,96.9419,ENSP00000468588
1,ENSMUSP00000025127,96.9419,ENSP00000464921
1,ENSMUSP00000025127,96.9419,ENSP00000396074
0,ENSMUSP00000131127,52.8902,ENSP00000481358
1,ENSMUSP00000022666,94.9198,ENSP00000367075
1,ENSMUSP00000063468,93.5484,ENSP00000383392
1,ENSMUSP00000041361,90.2015,ENSP00000257209
1,ENSMUSP00000041361,90.2015,ENSP00000466937
1,ENSMUSP00000041361,90.2015,ENSP00000352186
1,ENSMUSP00000119607,77.5342,ENSP00000370532
0,ENSMUSP00000061716,55.2326,ENSP00000375109
0,ENSMUSP00000156212,38.3721,ENSP00000375109
0,ENSMUSP00000140130,54.6512,ENSP00000375109
0,ENSMUSP00000158767,52.907,ENSP00000375109
0,ENSMUSP00000062370,54.0698,ENSP00000375109
1,ENSMUSP00000093626,55.2381,ENSP00000353742
0,ENSMUSP00000156049,94.9096,ENSP00000255882
1,ENSMUSP00000055537,62.7907,ENSP00000347635
1,ENSMUSP00000038775,85.3907,ENSP00000354977
1,ENSMUSP00000038775,85.3907,ENSP00000373846
1,ENSMUSP00000038775,85.3907,ENSP00000478783
0,ENSMUSP00000126958,88.9222,ENSP00000388576
0,ENSMUSP00000126958,88.9222,ENSP00000367198
1,ENSMUSP00000097972,83.1325,ENSP00000343002
1,ENSMUSP00000022538,82.3529,ENSP00000310726
1,ENSMUSP00000154061,96.6234,ENSP00000284981
1,ENSMUSP00000154061,96.6234,ENSP00000346129
1,ENSMUSP00000154061,96.6234,ENSP00000345463
1,ENSMUSP00000154061,96.6234,ENSP00000350578
1,ENSMUSP00000154061,96.6234,ENSP00000387483
1,ENSMUSP00000154061,96.6234,ENSP00000351796
0,ENSMUSP00000046515,88.5299,ENSP00000239882
0,ENSMUSP00000046515,88.5299,ENSP00000486912
1,ENSMUSP00000093233,63.8081,ENSP00000366454
1,ENSMUSP00000093233,63.8081,ENSP00000302579
1,ENSMUSP00000093233,63.8081,ENSP00000437895
0,ENSMUSP00000135924,86.1592,ENSP00000382764
0,ENSMUSP00000135924,86.1592,ENSP00000329318
0,ENSMUSP00000006508,75.9227,ENSP00000385721
0,ENSMUSP00000002976,68.3603,ENSP00000320936
0,ENSMUSP00000002976,68.3603,ENSP00000479970
1,ENSMUSP00000025418,87.8788,ENSP00000476763
1,ENSMUSP00000025418,87.8788,ENSP00000325919
1,ENSMUSP00000044517,86.0205,ENSP00000261489
1,ENSMUSP00000044517,86.0205,ENSP00000397435
1,ENSMUSP00000044517,86.0205,ENSP00000437414
0,ENSMUSP00000006508,74.6667,ENSP00000477856
1,ENSMUSP00000088670,88.1351,ENSP00000280481
0,ENSMUSP00000058691,88.5522,ENSP00000333821
1,ENSMUSP00000113755,98.5669,ENSP00000352314
1,ENSMUSP00000113755,98.5669,ENSP00000350808
1,ENSMUSP00000124909,90.1387,ENSP00000366863
1,ENSMUSP00000124909,90.1387,ENSP00000366852
1,ENSMUSP00000124909,90.1387,ENSP00000395986
1,ENSMUSP00000153786,97.5375,ENSP00000373777
1,ENSMUSP00000153786,97.5375,ENSP00000382791
1,ENSMUSP00000111479,97.9707,ENSP00000262039
0,ENSMUSP00000127909,62.9042,ENSP00000483386
1,ENSMUSP00000022709,96.5079,ENSP00000366306
1,ENSMUSP00000022709,96.5079,ENSP00000366308
1,ENSMUSP00000118478,100,ENSP00000368970
1,ENSMUSP00000118478,100,ENSP00000239878
1,ENSMUSP00000023686,98.1013,ENSP00000397773
1,ENSMUSP00000023686,98.1013,ENSP00000439768
0,ENSMUSP00000012259,89.5939,ENSP00000292733
0,ENSMUSP00000012259,89.5939,ENSP00000263205
0,ENSMUSP00000012259,89.5939,ENSP00000372434
1,ENSMUSP00000071464,95.7507,ENSP00000482245
1,ENSMUSP00000071464,95.7507,ENSP00000482797
1,ENSMUSP00000071464,95.7507,ENSP00000482493
1,ENSMUSP00000071464,95.7507,ENSP00000481551
0,ENSMUSP00000014684,99.5833,ENSP00000485022
1,ENSMUSP00000005279,88.6214,ENSP00000366915
1,ENSMUSP00000005279,88.6214,ENSP00000440407
0,ENSMUSP00000024851,83.9564,ENSP00000261597
0,ENSMUSP00000022507,97.3231,ENSP00000436038
0,ENSMUSP00000022507,97.3231,ENSP00000435921
0,ENSMUSP00000022507,97.3231,ENSP00000343966
0,ENSMUSP00000022507,97.3231,ENSP00000481916
1,ENSMUSP00000127439,78.7946,ENSP00000309189
1,ENSMUSP00000127439,78.7946,ENSP00000368249
1,ENSMUSP00000127439,78.7946,ENSP00000480148
1,ENSMUSP00000121557,92.7711,ENSP00000327268
1,ENSMUSP00000129948,82.8221,ENSP00000330720
1,ENSMUSP00000051887,82.6667,ENSP00000382783
1,ENSMUSP00000022727,90.5714,ENSP00000261296
1,ENSMUSP00000049694,69.3227,ENSP00000386791
1,ENSMUSP00000031653,81.6891,ENSP00000282397
1,ENSMUSP00000031653,81.6891,ENSP00000437631
1,ENSMUSP00000031653,81.6891,ENSP00000484039
1,ENSMUSP00000031653,81.6891,ENSP00000442630
1,ENSMUSP00000031653,81.6891,ENSP00000437841
1,ENSMUSP00000072808,73.4848,ENSP00000465894
1,ENSMUSP00000072808,73.4848,ENSP00000327257
1,ENSMUSP00000072808,73.4848,ENSP00000433950
1,ENSMUSP00000072808,73.4848,ENSP00000311200
1,ENSMUSP00000099473,83.5664,ENSP00000368766
1,ENSMUSP00000041578,81.1966,ENSP00000217260
1,ENSMUSP00000041578,81.1966,ENSP00000383475
0,ENSMUSP00000096812,38.7978,ENSP00000246105
1,ENSMUSP00000028955,54.8708,ENSP00000371347
1,ENSMUSP00000113086,79.3103,ENSP00000483089
0,ENSMUSP00000143153,61.3208,ENSP00000374856
0,ENSMUSP00000142686,71.6981,ENSP00000374856
0,ENSMUSP00000142806,66.0377,ENSP00000374856
0,ENSMUSP00000143661,63.2075,ENSP00000374856
0,ENSMUSP00000141397,22.739,ENSP00000370992
0,ENSMUSP00000142068,53.7468,ENSP00000370992
0,ENSMUSP00000096807,53.7468,ENSP00000370992
0,ENSMUSP00000124048,53.7468,ENSP00000370992
0,ENSMUSP00000103998,20.9302,ENSP00000370992
0,ENSMUSP00000103989,53.4884,ENSP00000370992
0,ENSMUSP00000141397,22.739,ENSP00000342759
0,ENSMUSP00000142068,53.7468,ENSP00000342759
0,ENSMUSP00000096807,53.7468,ENSP00000342759
0,ENSMUSP00000124048,53.7468,ENSP00000342759
0,ENSMUSP00000103998,20.9302,ENSP00000342759
0,ENSMUSP00000103989,53.4884,ENSP00000342759
0,ENSMUSP00000141397,22.739,ENSP00000305529
0,ENSMUSP00000142068,53.7468,ENSP00000305529
0,ENSMUSP00000096807,53.7468,ENSP00000305529
0,ENSMUSP00000124048,53.7468,ENSP00000305529
0,ENSMUSP00000103998,20.9302,ENSP00000305529
0,ENSMUSP00000103989,53.4884,ENSP00000305529
0,ENSMUSP00000141397,22.739,ENSP00000216927
0,ENSMUSP00000142068,53.7468,ENSP00000216927
0,ENSMUSP00000096807,53.7468,ENSP00000216927
0,ENSMUSP00000124048,53.7468,ENSP00000216927
0,ENSMUSP00000103998,20.9302,ENSP00000216927
0,ENSMUSP00000103989,53.4884,ENSP00000216927
0,ENSMUSP00000141397,22.739,ENSP00000370995
0,ENSMUSP00000142068,53.7468,ENSP00000370995
0,ENSMUSP00000096807,53.7468,ENSP00000370995
0,ENSMUSP00000124048,53.7468,ENSP00000370995
0,ENSMUSP00000103998,20.9302,ENSP00000370995
0,ENSMUSP00000103989,53.4884,ENSP00000370995
0,ENSMUSP00000006508,70.2381,ENSP00000419751
0,ENSMUSP00000006508,70.2381,ENSP00000415676
1,ENSMUSP00000068007,92.2969,ENSP00000270112
1,ENSMUSP00000156198,80.1347,ENSP00000284881
1,ENSMUSP00000156198,80.1347,ENSP00000383404
1,ENSMUSP00000156198,80.1347,ENSP00000383403
1,ENSMUSP00000105759,63.9024,ENSP00000305875
1,ENSMUSP00000045154,79.0831,ENSP00000246024
0,ENSMUSP00000143153,31.7757,ENSP00000431254
0,ENSMUSP00000142686,35.0467,ENSP00000431254
0,ENSMUSP00000142806,32.243,ENSP00000431254
0,ENSMUSP00000143661,31.7757,ENSP00000431254
0,ENSMUSP00000143153,31.7757,ENSP00000434368
0,ENSMUSP00000142686,35.0467,ENSP00000434368
0,ENSMUSP00000142806,32.243,ENSP00000434368
0,ENSMUSP00000143661,31.7757,ENSP00000434368
1,ENSMUSP00000144369,82.1086,ENSP00000383333
1,ENSMUSP00000096914,69.3627,ENSP00000335557
1,ENSMUSP00000000924,82.3771,ENSP00000215743
1,ENSMUSP00000028826,63.9586,ENSP00000368244
1,ENSMUSP00000043245,89.2442,ENSP00000383911
1,ENSMUSP00000043245,89.2442,ENSP00000365623
0,ENSMUSP00000096811,30.1282,ENSP00000371847
1,ENSMUSP00000069666,98.1685,ENSP00000366347
1,ENSMUSP00000028781,93.212,ENSP00000262919
1,ENSMUSP00000028781,93.212,ENSP00000416587
0,ENSMUSP00000039621,97.191,ENSP00000369411
0,ENSMUSP00000039621,97.191,ENSP00000401001
1,ENSMUSP00000113835,95.4198,ENSP00000328992
1,ENSMUSP00000113835,95.4198,ENSP00000393038
1,ENSMUSP00000113835,95.4198,ENSP00000290178
1,ENSMUSP00000068652,81.8777,ENSP00000411052
1,ENSMUSP00000068652,81.8777,ENSP00000332576
