GO:0042407,cristae formation,biological_process
GO:0042776,mitochondrial ATP synthesis coupled proton transport,biological_process
GO:0005753,mitochondrial proton-transporting ATP synthase complex,cellular_component
GO:0055093,response to hyperoxia,biological_process
GO:0015002,heme-copper terminal oxidase activity,molecular_function
GO:0019646,aerobic electron transport chain,biological_process
GO:0055085,transmembrane transport,biological_process
GO:0009055,electron transfer activity,molecular_function
GO:0015453,oxidoreduction-driven active transmembrane transporter activity,molecular_function
GO:0008535,respiratory chain complex IV assembly,biological_process
GO:0009642,response to light intensity,biological_process
GO:0009725,response to hormone,biological_process
GO:0071385,cellular response to glucocorticoid stimulus,biological_process
GO:0030964,NADH dehydrogenase complex,cellular_component
GO:0016651,"oxidoreductase activity, acting on NAD(P)H",molecular_function
GO:0001666,response to hypoxia,biological_process
GO:0001701,in utero embryonic development,biological_process
GO:0035094,response to nicotine,biological_process
GO:0045471,response to ethanol,biological_process
GO:0048039,ubiquinone binding,molecular_function
GO:0003954,NADH dehydrogenase activity,molecular_function
GO:0010243,response to organonitrogen compound,biological_process
GO:0042542,response to hydrogen peroxide,biological_process
GO:0043005,neuron projection,cellular_component
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",biological_process
GO:0008121,ubiquinol-cytochrome-c reductase activity,molecular_function
GO:0045275,respiratory chain complex III,cellular_component
GO:0044877,protein-containing complex binding,molecular_function
GO:0007584,response to nutrient,biological_process
GO:0009408,response to heat,biological_process
GO:0009636,response to toxic substance,biological_process
GO:0031100,animal organ regeneration,biological_process
GO:0033590,response to cobalamin,biological_process
GO:0033762,response to glucagon,biological_process
GO:0042538,hyperosmotic salinity response,biological_process
GO:0046686,response to cadmium ion,biological_process
GO:0046689,response to mercury ion,biological_process
GO:0051592,response to calcium ion,biological_process
GO:0031305,integral component of mitochondrial inner membrane,cellular_component
GO:0032991,protein-containing complex,cellular_component
GO:0007186,G protein-coupled receptor signaling pathway,biological_process
GO:0004930,G protein-coupled receptor activity,molecular_function
GO:0004984,olfactory receptor activity,molecular_function
GO:0007165,signal transduction,biological_process
GO:0005886,plasma membrane,cellular_component
GO:0050896,response to stimulus,biological_process
GO:0007608,sensory perception of smell,biological_process
GO:0050911,detection of chemical stimulus involved in sensory perception of smell,biological_process
GO:0003677,DNA binding,molecular_function
,,
GO:0005634,nucleus,cellular_component
GO:0003682,chromatin binding,molecular_function
GO:0042393,histone binding,molecular_function
GO:0045892,"negative regulation of transcription, DNA-templated",biological_process
GO:0003723,RNA binding,molecular_function
GO:0005654,nucleoplasm,cellular_component
GO:0005730,nucleolus,cellular_component
GO:0005829,cytosol,cellular_component
GO:0006915,apoptotic process,biological_process
GO:0000122,negative regulation of transcription by RNA polymerase II,biological_process
GO:0003714,transcription corepressor activity,molecular_function
GO:0070491,repressing transcription factor binding,molecular_function
GO:1901796,regulation of signal transduction by p53 class mediator,biological_process
GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,biological_process
GO:0034644,cellular response to UV,biological_process
GO:0042273,ribosomal large subunit biogenesis,biological_process
GO:0031497,chromatin assembly,biological_process
GO:0035067,negative regulation of histone acetylation,biological_process
GO:0002903,negative regulation of B cell apoptotic process,biological_process
GO:0031491,nucleosome binding,molecular_function
GO:0030690,Noc1p-Noc2p complex,cellular_component
GO:0030691,Noc2p-Noc3p complex,cellular_component
GO:0016567,protein ubiquitination,biological_process
GO:0003779,actin binding,molecular_function
GO:0030054,cell junction,cellular_component
GO:0005615,extracellular space,cellular_component
GO:0045202,synapse,cellular_component
GO:0051015,actin filament binding,molecular_function
GO:0030036,actin cytoskeleton organization,biological_process
GO:0015629,actin cytoskeleton,cellular_component
GO:0007420,brain development,biological_process
GO:0060090,molecular adaptor activity,molecular_function
GO:0032839,dendrite cytoplasm,cellular_component
GO:0031208,POZ domain binding,molecular_function
GO:0043065,positive regulation of apoptotic process,biological_process
GO:1901612,cardiolipin binding,molecular_function
GO:0005856,cytoskeleton,cellular_component
GO:0061158,3'-UTR-mediated mRNA destabilization,biological_process
GO:0001786,phosphatidylserine binding,molecular_function
GO:0070300,phosphatidic acid binding,molecular_function
GO:1901981,phosphatidylinositol phosphate binding,molecular_function
GO:0005737,cytoplasm,cellular_component
GO:0006355,"regulation of transcription, DNA-templated",biological_process
GO:0014850,response to muscle activity,biological_process
GO:0046983,protein dimerization activity,molecular_function
GO:0007275,multicellular organism development,biological_process
GO:0030154,cell differentiation,biological_process
GO:0007399,nervous system development,biological_process
GO:0000977,RNA polymerase II regulatory region sequence-specific DNA binding,molecular_function
GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",molecular_function
GO:0000790,nuclear chromatin,cellular_component
GO:0009952,anterior/posterior pattern specification,biological_process
GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",molecular_function
GO:0008134,transcription factor binding,molecular_function
GO:0005576,extracellular region,cellular_component
GO:0016032,viral process,biological_process
GO:0051607,defense response to virus,biological_process
GO:0002376,immune system process,biological_process
GO:0045087,innate immune response,biological_process
GO:0007229,integrin-mediated signaling pathway,biological_process
GO:0042742,defense response to bacterium,biological_process
GO:0031625,ubiquitin protein ligase binding,molecular_function
GO:0031386,protein tag,molecular_function
GO:0019941,modification-dependent protein catabolic process,biological_process
GO:0045071,negative regulation of viral genome replication,biological_process
GO:0030501,positive regulation of bone mineralization,biological_process
GO:0005178,integrin binding,molecular_function
GO:0032609,interferon-gamma production,biological_process
GO:0031397,negative regulation of protein ubiquitination,biological_process
GO:0060337,type I interferon signaling pathway,biological_process
GO:0019985,translesion synthesis,biological_process
GO:0032020,ISG15-protein conjugation,biological_process
GO:0032480,negative regulation of type I interferon production,biological_process
GO:0015935,small ribosomal subunit,cellular_component
GO:0009617,response to bacterium,biological_process
GO:0032613,interleukin-10 production,biological_process
GO:0032649,regulation of interferon-gamma production,biological_process
GO:0034340,response to type I interferon,biological_process
GO:0045648,positive regulation of erythrocyte differentiation,biological_process
GO:0022627,cytosolic small ribosomal subunit,cellular_component
GO:0005509,calcium ion binding,molecular_function
GO:0043236,laminin binding,molecular_function
GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,biological_process
GO:0043113,receptor clustering,biological_process
GO:0007010,cytoskeleton organization,biological_process
GO:0005604,basement membrane,cellular_component
GO:0005200,structural constituent of cytoskeleton,molecular_function
GO:0043547,positive regulation of GTPase activity,biological_process
GO:0045944,positive regulation of transcription by RNA polymerase II,biological_process
GO:0070062,extracellular exosome,cellular_component
GO:0062023,collagen-containing extracellular matrix,cellular_component
GO:0009887,animal organ morphogenesis,biological_process
GO:0009888,tissue development,biological_process
GO:0007528,neuromuscular junction development,biological_process
GO:0005201,extracellular matrix structural constituent,molecular_function
GO:0043202,lysosomal lumen,cellular_component
GO:0002162,dystroglycan binding,molecular_function
GO:0033691,sialic acid binding,molecular_function
GO:0035374,chondroitin sulfate binding,molecular_function
GO:0043395,heparan sulfate proteoglycan binding,molecular_function
GO:0001523,retinoid metabolic process,biological_process
GO:0006024,glycosaminoglycan biosynthetic process,biological_process
GO:0006027,glycosaminoglycan catabolic process,biological_process
GO:0008582,regulation of synaptic growth at neuromuscular junction,biological_process
GO:0030198,extracellular matrix organization,biological_process
GO:0045162,clustering of voltage-gated sodium channels,biological_process
GO:0045887,positive regulation of synaptic growth at neuromuscular junction,biological_process
GO:0050808,synapse organization,biological_process
GO:0051491,positive regulation of filopodium assembly,biological_process
GO:0005796,Golgi lumen,cellular_component
GO:0006464,cellular protein modification process,biological_process
GO:0000166,nucleotide binding,molecular_function
GO:0005524,ATP binding,molecular_function
GO:0018094,protein polyglycylation,biological_process
GO:0005887,integral component of plasma membrane,cellular_component
GO:0043066,negative regulation of apoptotic process,biological_process
GO:0005031,tumor necrosis factor-activated receptor activity,molecular_function
GO:0009897,external side of plasma membrane,cellular_component
GO:0033209,tumor necrosis factor-mediated signaling pathway,biological_process
GO:0045785,positive regulation of cell adhesion,biological_process
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,biological_process
GO:0045589,regulation of regulatory T cell differentiation,biological_process
GO:0002687,positive regulation of leukocyte migration,biological_process
GO:0043433,negative regulation of DNA-binding transcription factor activity,biological_process
GO:0006954,inflammatory response,biological_process
GO:0046718,viral entry into host cell,biological_process
GO:0009986,cell surface,cellular_component
GO:0006955,immune response,biological_process
GO:0001618,virus receptor activity,molecular_function
GO:0051024,positive regulation of immunoglobulin secretion,biological_process
GO:0030890,positive regulation of B cell proliferation,biological_process
GO:0042098,T cell proliferation,biological_process
GO:0050710,negative regulation of cytokine secretion,biological_process
GO:0005794,Golgi apparatus,cellular_component
GO:0006887,exocytosis,biological_process
GO:0042995,cell projection,cellular_component
GO:0045444,fat cell differentiation,biological_process
GO:0005770,late endosome,cellular_component
GO:0005783,endoplasmic reticulum,cellular_component
GO:0017156,calcium-ion regulated exocytosis,biological_process
GO:0042802,identical protein binding,molecular_function
GO:0032059,bleb,cellular_component
GO:0009650,UV protection,biological_process
GO:0070625,zymogen granule exocytosis,biological_process
GO:0006486,protein glycosylation,biological_process
GO:0016740,transferase activity,molecular_function
GO:0016757,"transferase activity, transferring glycosyl groups",molecular_function
GO:0015012,heparan sulfate proteoglycan biosynthetic process,biological_process
GO:0032580,Golgi cisterna membrane,cellular_component
GO:0000139,Golgi membrane,cellular_component
GO:0030206,chondroitin sulfate biosynthetic process,biological_process
GO:0030203,glycosaminoglycan metabolic process,biological_process
GO:0005797,Golgi medial cisterna,cellular_component
GO:0035250,UDP-galactosyltransferase activity,molecular_function
GO:0008378,galactosyltransferase activity,molecular_function
GO:0008499,"UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase activity",molecular_function
GO:0047220,galactosylxylosylprotein 3-beta-galactosyltransferase activity,molecular_function
GO:0005179,hormone activity,molecular_function
GO:0046628,positive regulation of insulin receptor signaling pathway,biological_process
GO:0010906,regulation of glucose metabolic process,biological_process
GO:0045721,negative regulation of gluconeogenesis,biological_process
GO:0046326,positive regulation of glucose import,biological_process
GO:0035774,positive regulation of insulin secretion involved in cellular response to glucose stimulus,biological_process
GO:0046324,regulation of glucose import,biological_process
GO:0050728,negative regulation of inflammatory response,biological_process
GO:0051897,positive regulation of protein kinase B signaling,biological_process
GO:0005789,endoplasmic reticulum membrane,cellular_component
GO:0006986,response to unfolded protein,biological_process
GO:0030433,ubiquitin-dependent ERAD pathway,biological_process
GO:0061631,ubiquitin conjugating enzyme activity,molecular_function
GO:0000209,protein polyubiquitination,biological_process
GO:1903955,positive regulation of protein targeting to mitochondrion,biological_process
GO:0000151,ubiquitin ligase complex,cellular_component
GO:0006814,sodium ion transport,biological_process
GO:0005272,sodium channel activity,molecular_function
GO:0015280,ligand-gated sodium channel activity,molecular_function
GO:0035725,sodium ion transmembrane transport,biological_process
GO:0050909,sensory perception of taste,biological_process
GO:0034220,ion transmembrane transport,biological_process
GO:0005096,GTPase activator activity,molecular_function
GO:0001764,neuron migration,biological_process
GO:0010975,regulation of neuron projection development,biological_process
GO:0030426,growth cone,cellular_component
GO:0009982,pseudouridine synthase activity,molecular_function
GO:0001522,pseudouridine synthesis,biological_process
GO:0009451,RNA modification,biological_process
GO:0043231,intracellular membrane-bounded organelle,cellular_component
GO:0016853,isomerase activity,molecular_function
GO:0008033,tRNA processing,biological_process
GO:0031119,tRNA pseudouridine synthesis,biological_process
GO:0106029,tRNA pseudouridine synthase activity,molecular_function
GO:0016787,hydrolase activity,molecular_function
GO:0072562,blood microparticle,cellular_component
GO:0042795,snRNA transcription by RNA polymerase II,biological_process
GO:0016180,snRNA processing,biological_process
GO:0032039,integrator complex,cellular_component
GO:0120013,lipid transfer activity,molecular_function
GO:0120009,intermembrane lipid transfer,biological_process
GO:0005768,endosome,cellular_component
GO:0010008,endosome membrane,cellular_component
GO:0006869,lipid transport,biological_process
GO:0008289,lipid binding,molecular_function
GO:0005640,nuclear outer membrane,cellular_component
GO:0006687,glycosphingolipid metabolic process,biological_process
GO:0005543,phospholipid binding,molecular_function
GO:1902387,ceramide 1-phosphate binding,molecular_function
GO:1902388,ceramide 1-phosphate transfer activity,molecular_function
GO:0035627,ceramide transport,biological_process
GO:0032691,negative regulation of interleukin-1 beta production,biological_process
GO:1900226,negative regulation of NLRP3 inflammasome complex assembly,biological_process
GO:0010507,negative regulation of autophagy,biological_process
GO:1902389,ceramide 1-phosphate transport,biological_process
GO:0038023,signaling receptor activity,molecular_function
GO:0050916,sensory perception of sweet taste,biological_process
GO:0008527,taste receptor activity,molecular_function
GO:0033041,sweet taste receptor activity,molecular_function
GO:0001582,detection of chemical stimulus involved in sensory perception of sweet taste,biological_process
GO:0050917,sensory perception of umami taste,biological_process
GO:1903767,sweet taste receptor complex,cellular_component
GO:0035556,intracellular signal transduction,biological_process
GO:0016055,Wnt signaling pathway,biological_process
GO:0006469,negative regulation of protein kinase activity,biological_process
GO:0031410,cytoplasmic vesicle,cellular_component
GO:0090090,negative regulation of canonical Wnt signaling pathway,biological_process
GO:0060070,canonical Wnt signaling pathway,biological_process
GO:0019899,enzyme binding,molecular_function
GO:0050821,protein stabilization,biological_process
GO:0005109,frizzled binding,molecular_function
GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",biological_process
GO:0099054,presynapse assembly,biological_process
GO:1905386,positive regulation of protein localization to presynapse,biological_process
GO:0001505,regulation of neurotransmitter levels,biological_process
GO:0007269,neurotransmitter secretion,biological_process
GO:0021915,neural tube development,biological_process
GO:0032091,negative regulation of protein binding,biological_process
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,biological_process
GO:0034504,protein localization to nucleus,biological_process
GO:0035567,non-canonical Wnt signaling pathway,biological_process
GO:0048813,dendrite morphogenesis,biological_process
GO:0090179,planar cell polarity pathway involved in neural tube closure,biological_process
GO:0150012,positive regulation of neuron projection arborization,biological_process
GO:1903827,regulation of cellular protein localization,biological_process
GO:1904886,beta-catenin destruction complex disassembly,biological_process
GO:0016328,lateral plasma membrane,cellular_component
GO:0008013,beta-catenin binding,molecular_function
GO:0048365,Rac GTPase binding,molecular_function
GO:0001932,regulation of protein phosphorylation,biological_process
GO:0001933,negative regulation of protein phosphorylation,biological_process
GO:0001934,positive regulation of protein phosphorylation,biological_process
GO:0007409,axonogenesis,biological_process
GO:0007411,axon guidance,biological_process
GO:0010976,positive regulation of neuron projection development,biological_process
GO:0022007,convergent extension involved in neural plate elongation,biological_process
GO:0031122,cytoplasmic microtubule organization,biological_process
GO:0035176,social behavior,biological_process
GO:0035372,protein localization to microtubule,biological_process
GO:0048668,collateral sprouting,biological_process
GO:0048675,axon extension,biological_process
GO:0060029,convergent extension involved in organogenesis,biological_process
GO:0060134,prepulse inhibition,biological_process
GO:0060997,dendritic spine morphogenesis,biological_process
GO:0071340,skeletal muscle acetylcholine-gated channel clustering,biological_process
GO:0090103,cochlea morphogenesis,biological_process
GO:2000463,positive regulation of excitatory postsynaptic potential,biological_process
GO:0005874,microtubule,cellular_component
GO:0015630,microtubule cytoskeleton,cellular_component
GO:0030136,clathrin-coated vesicle,cellular_component
GO:0030424,axon,cellular_component
GO:0043197,dendritic spine,cellular_component
GO:0098793,presynapse,cellular_component
GO:0098978,glutamatergic synapse,cellular_component
GO:1990909,Wnt signalosome,cellular_component
GO:0007155,cell adhesion,biological_process
GO:0060170,ciliary membrane,cellular_component
GO:0005923,bicellular tight junction,cellular_component
GO:0003674,molecular_function,molecular_function
GO:0044267,cellular protein metabolic process,biological_process
GO:0043687,post-translational protein modification,biological_process
GO:0005788,endoplasmic reticulum lumen,cellular_component
GO:0060857,establishment of glial blood-brain barrier,biological_process
GO:0005840,ribosome,cellular_component
GO:0006397,mRNA processing,biological_process
GO:0045839,negative regulation of mitotic nuclear division,biological_process
GO:0070125,mitochondrial translational elongation,biological_process
GO:0070126,mitochondrial translational termination,biological_process
GO:0045862,positive regulation of proteolysis,biological_process
GO:0042025,host cell nucleus,cellular_component
GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,molecular_function
GO:0006357,regulation of transcription by RNA polymerase II,biological_process
GO:0016607,nuclear speck,cellular_component
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,biological_process
GO:0003735,structural constituent of ribosome,molecular_function
GO:0006412,translation,biological_process
GO:0019843,rRNA binding,molecular_function
GO:0005762,mitochondrial large ribosomal subunit,cellular_component
GO:0005761,mitochondrial ribosome,cellular_component
GO:0000027,ribosomal large subunit assembly,biological_process
GO:0030165,PDZ domain binding,molecular_function
GO:0048266,behavioral response to pain,biological_process
GO:0005614,interstitial matrix,cellular_component
GO:0031012,extracellular matrix,cellular_component
GO:0007005,mitochondrion organization,biological_process
GO:0008270,zinc ion binding,molecular_function
GO:0043312,neutrophil degranulation,biological_process
GO:0030667,secretory granule membrane,cellular_component
GO:0101003,ficolin-1-rich granule membrane,cellular_component
GO:0042645,mitochondrial nucleoid,cellular_component
GO:0001558,regulation of cell growth,biological_process
GO:0140374,antiviral innate immune response,biological_process
GO:0097060,synaptic membrane,cellular_component
GO:0004721,phosphoprotein phosphatase activity,molecular_function
GO:0006378,mRNA polyadenylation,biological_process
GO:0008420,RNA polymerase II CTD heptapeptide repeat phosphatase activity,molecular_function
GO:0070940,dephosphorylation of RNA polymerase II C-terminal domain,biological_process
GO:0006369,termination of RNA polymerase II transcription,biological_process
GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,cellular_component
GO:0004842,ubiquitin-protein transferase activity,molecular_function
GO:0007219,Notch signaling pathway,biological_process
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,biological_process
GO:0061630,ubiquitin protein ligase activity,molecular_function
GO:0005769,early endosome,cellular_component
GO:0006508,proteolysis,biological_process
GO:0004222,metalloendopeptidase activity,molecular_function
GO:0008237,metallopeptidase activity,molecular_function
GO:0008233,peptidase activity,molecular_function
GO:0030574,collagen catabolic process,biological_process
GO:0000003,reproduction,biological_process
GO:0006468,protein phosphorylation,biological_process
GO:0004672,protein kinase activity,molecular_function
GO:0004674,protein serine/threonine kinase activity,molecular_function
GO:0016301,kinase activity,molecular_function
GO:0007049,cell cycle,biological_process
GO:0016310,phosphorylation,biological_process
GO:0004693,cyclin-dependent protein serine/threonine kinase activity,molecular_function
GO:0010468,regulation of gene expression,biological_process
GO:0000278,mitotic cell cycle,biological_process
GO:0007346,regulation of mitotic cell cycle,biological_process
GO:0050684,regulation of mRNA processing,biological_process
GO:0015297,antiporter activity,molecular_function
GO:0022857,transmembrane transporter activity,molecular_function
GO:0001835,blastocyst hatching,biological_process
GO:0003951,NAD+ kinase activity,molecular_function
GO:0006741,NADP biosynthetic process,biological_process
GO:0019674,NAD metabolic process,biological_process
GO:0046034,ATP metabolic process,biological_process
GO:0005765,lysosomal membrane,cellular_component
GO:0030507,spectrin binding,molecular_function
GO:0047391,alkylglycerophosphoethanolamine phosphodiesterase activity,molecular_function
GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,biological_process
GO:0007204,positive regulation of cytosolic calcium ion concentration,biological_process
GO:0008283,cell population proliferation,biological_process
GO:0010659,cardiac muscle cell apoptotic process,biological_process
GO:0060041,retina development in camera-type eye,biological_process
GO:0071456,cellular response to hypoxia,biological_process
GO:0001750,photoreceptor outer segment,cellular_component
GO:0001917,photoreceptor inner segment,cellular_component
GO:0005834,heterotrimeric G-protein complex,cellular_component
GO:0042622,photoreceptor outer segment membrane,cellular_component
GO:0044297,cell body,cellular_component
GO:0006457,protein folding,biological_process
GO:0003924,GTPase activity,molecular_function
GO:0030168,platelet activation,biological_process
GO:1903561,extracellular vesicle,cellular_component
GO:0031682,G-protein gamma-subunit binding,molecular_function
GO:0007265,Ras protein signal transduction,biological_process
GO:0071380,cellular response to prostaglandin E stimulus,biological_process
GO:0071870,cellular response to catecholamine stimulus,biological_process
GO:0007223,"Wnt signaling pathway, calcium modulating pathway",biological_process
GO:0051020,GTPase binding,molecular_function
GO:0097381,photoreceptor disc membrane,cellular_component
GO:0016056,rhodopsin mediated signaling pathway,biological_process
GO:0007191,adenylate cyclase-activating dopamine receptor signaling pathway,biological_process
GO:0050790,regulation of catalytic activity,biological_process
GO:0000226,microtubule cytoskeleton organization,biological_process
GO:0019722,calcium-mediated signaling,biological_process
GO:0030234,enzyme regulator activity,molecular_function
GO:0005929,cilium,cellular_component
GO:0035082,axoneme assembly,biological_process
GO:0005930,axoneme,cellular_component
GO:0004890,GABA-A receptor activity,molecular_function
GO:0005216,ion channel activity,molecular_function
GO:0004888,transmembrane signaling receptor activity,molecular_function
GO:0005230,extracellular ligand-gated ion channel activity,molecular_function
GO:0045211,postsynaptic membrane,cellular_component
GO:0005254,chloride channel activity,molecular_function
GO:0006821,chloride transport,biological_process
GO:0034707,chloride channel complex,cellular_component
GO:0060078,regulation of postsynaptic membrane potential,biological_process
GO:0030594,neurotransmitter receptor activity,molecular_function
GO:0007268,chemical synaptic transmission,biological_process
GO:0042391,regulation of membrane potential,biological_process
GO:0050877,nervous system process,biological_process
GO:1902476,chloride transmembrane transport,biological_process
GO:1902711,GABA-A receptor complex,cellular_component
GO:1904315,transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential,molecular_function
GO:0098982,GABA-ergic synapse,cellular_component
GO:0099055,integral component of postsynaptic membrane,cellular_component
GO:0046627,negative regulation of insulin receptor signaling pathway,biological_process
GO:0004697,protein kinase C activity,molecular_function
GO:0004698,calcium-dependent protein kinase C activity,molecular_function
GO:0032733,positive regulation of interleukin-10 production,biological_process
GO:0070374,positive regulation of ERK1 and ERK2 cascade,biological_process
GO:0018105,peptidyl-serine phosphorylation,biological_process
GO:0032736,positive regulation of interleukin-13 production,biological_process
GO:0032753,positive regulation of interleukin-4 production,biological_process
GO:0051092,positive regulation of NF-kappaB transcription factor activity,biological_process
GO:0031982,vesicle,cellular_component
GO:0005911,cell-cell junction,cellular_component
GO:0030010,establishment of cell polarity,biological_process
GO:0060291,long-term synaptic potentiation,biological_process
GO:0007179,transforming growth factor beta receptor signaling pathway,biological_process
GO:0043560,insulin receptor substrate binding,molecular_function
GO:0031333,negative regulation of protein-containing complex assembly,biological_process
GO:0032754,positive regulation of interleukin-5 production,biological_process
GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,biological_process
GO:0045630,positive regulation of T-helper 2 cell differentiation,biological_process
GO:2000553,positive regulation of T-helper 2 cell cytokine production,biological_process
GO:0015459,potassium channel regulator activity,molecular_function
GO:0043274,phospholipase binding,molecular_function
GO:0071889,14-3-3 protein binding,molecular_function
GO:0001954,positive regulation of cell-matrix adhesion,biological_process
GO:0007166,cell surface receptor signaling pathway,biological_process
GO:0007616,long-term memory,biological_process
GO:0008284,positive regulation of cell population proliferation,biological_process
GO:0016477,cell migration,biological_process
GO:0031584,activation of phospholipase D activity,biological_process
GO:0032148,activation of protein kinase B activity,biological_process
GO:0032869,cellular response to insulin stimulus,biological_process
GO:0034613,cellular protein localization,biological_process
GO:0047496,vesicle transport along microtubule,biological_process
GO:0050806,positive regulation of synaptic transmission,biological_process
GO:0051222,positive regulation of protein transport,biological_process
GO:0051346,negative regulation of hydrolase activity,biological_process
GO:0051899,membrane depolarization,biological_process
GO:0060081,membrane hyperpolarization,biological_process
GO:0070528,protein kinase C signaling,biological_process
GO:0072659,protein localization to plasma membrane,biological_process
GO:1990138,neuron projection extension,biological_process
GO:0001725,stress fiber,cellular_component
GO:0005635,nuclear envelope,cellular_component
GO:0005815,microtubule organizing center,cellular_component
GO:0005938,cell cortex,cellular_component
GO:0016324,apical plasma membrane,cellular_component
GO:0016363,nuclear matrix,cellular_component
GO:0031252,cell leading edge,cellular_component
GO:0035748,myelin sheath abaxonal region,cellular_component
GO:0043203,axon hillock,cellular_component
GO:0045121,membrane raft,cellular_component
GO:0045179,apical cortex,cellular_component
GO:0048471,perinuclear region of cytoplasm,cellular_component
GO:0005694,chromosome,cellular_component
GO:0006281,DNA repair,biological_process
GO:0006974,cellular response to DNA damage stimulus,biological_process
GO:0043130,ubiquitin binding,molecular_function
GO:0016604,nuclear body,cellular_component
GO:0031593,polyubiquitin modification-dependent protein binding,molecular_function
GO:0043240,Fanconi anaemia nuclear complex,cellular_component
GO:0036297,interstrand cross-link repair,biological_process
GO:0140036,ubiquitin-dependent protein binding,molecular_function
GO:0070530,K63-linked polyubiquitin modification-dependent protein binding,molecular_function
GO:0006351,"transcription, DNA-templated",biological_process
GO:0046332,SMAD binding,molecular_function
GO:0048147,negative regulation of fibroblast proliferation,biological_process
GO:0016605,PML body,cellular_component
GO:0005667,transcription factor complex,cellular_component
GO:0008285,negative regulation of cell population proliferation,biological_process
GO:0030514,negative regulation of BMP signaling pathway,biological_process
GO:0019904,protein domain specific binding,molecular_function
GO:0030509,BMP signaling pathway,biological_process
GO:0060395,SMAD protein signal transduction,biological_process
GO:0001843,neural tube closure,biological_process
GO:0030177,positive regulation of Wnt signaling pathway,biological_process
GO:0005813,centrosome,cellular_component
GO:0022011,myelination in peripheral nervous system,biological_process
GO:0030512,negative regulation of transforming growth factor beta receptor signaling pathway,biological_process
GO:0017053,transcriptional repressor complex,cellular_component
GO:0045668,negative regulation of osteoblast differentiation,biological_process
GO:0043388,positive regulation of DNA binding,biological_process
