PXD,RAW,Useable,cell_line,disease,tissue_type,treatment,sub_cell,pool_id,file_path
PXD001468,b1947_293T_proteinID_11B_QE3_122212,yes,HEK293,healthy,kidney,/,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD001468/IONBOT_v0.7.0/b1947_293T_proteinID_11B_QE3_122212.mgf.gzip/b1947_293T_proteinID_11B_QE3_122212.mgf.gzip.ionbot.csv
PXD001468,b1948_293T_proteinID_12B_QE3_122212,yes,HEK293,healthy,kidney,/,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD001468/IONBOT_v0.7.0/b1948_293T_proteinID_12B_QE3_122212.mgf.gzip/b1948_293T_proteinID_12B_QE3_122212.mgf.gzip.ionbot.csv
PXD004051,MCF7_1,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_1.mgf.gzip/MCF7_1.mgf.gzip.ionbot.csv
PXD004051,MCF7_10,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_10.mgf.gzip/MCF7_10.mgf.gzip.ionbot.csv
PXD004051,MCF7_11,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_11.mgf.gzip/MCF7_11.mgf.gzip.ionbot.csv
PXD004051,MCF7_12,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_12.mgf.gzip/MCF7_12.mgf.gzip.ionbot.csv
PXD004051,MCF7_13,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_13.mgf.gzip/MCF7_13.mgf.gzip.ionbot.csv
PXD004051,MCF7_14,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_14.mgf.gzip/MCF7_14.mgf.gzip.ionbot.csv
PXD004051,MCF7_15,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_15.mgf.gzip/MCF7_15.mgf.gzip.ionbot.csv
PXD004051,MCF7_16,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_16.mgf.gzip/MCF7_16.mgf.gzip.ionbot.csv
PXD004051,MCF7_2,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_2.mgf.gzip/MCF7_2.mgf.gzip.ionbot.csv
PXD004051,MCF7_3,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_3.mgf.gzip/MCF7_3.mgf.gzip.ionbot.csv
PXD004051,MCF7_4,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_4.mgf.gzip/MCF7_4.mgf.gzip.ionbot.csv
PXD004051,MCF7_5,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_5.mgf.gzip/MCF7_5.mgf.gzip.ionbot.csv
PXD004051,MCF7_6,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_6.mgf.gzip/MCF7_6.mgf.gzip.ionbot.csv
PXD004051,MCF7_7,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_7.mgf.gzip/MCF7_7.mgf.gzip.ionbot.csv
PXD004051,MCF7_8,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_8.mgf.gzip/MCF7_8.mgf.gzip.ionbot.csv
PXD004051,MCF7_9,yes,MCF7,adenocarcinoma,breast,insulin,/,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD004051/IONBOT_v0.7.0/MCF7_9.mgf.gzip/MCF7_9.mgf.gzip.ionbot.csv
PXD001952,old1_2h,yes,MSC,/,/,/,old,/,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD001952/IONBOT_v0.7.0/old1_2h.mgf.gzip/old1_2h.mgf.gzip.ionbot.csv
PXD001952,old2_2h,yes,MSC,/,/,/,old,/,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD001952/IONBOT_v0.7.0/old2_2h.mgf.gzip/old2_2h.mgf.gzip.ionbot.csv
PXD001952,old3_2h,yes,MSC,/,/,/,old,/,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD001952/IONBOT_v0.7.0/old3_2h.mgf.gzip/old3_2h.mgf.gzip.ionbot.csv
PXD001952,old4_2h,yes,MSC,/,/,/,old,/,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD001952/IONBOT_v0.7.0/old4_2h.mgf.gzip/old4_2h.mgf.gzip.ionbot.csv
PXD001952,y3_2h,yes,MSC,/,/,/,young,/,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD001952/IONBOT_v0.7.0/y3_2h.mgf.gzip/y3_2h.mgf.gzip.ionbot.csv
PXD001952,y4_2h,yes,MSC,/,/,/,young,/,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD001952/IONBOT_v0.7.0/y4_2h.mgf.gzip/y4_2h.mgf.gzip.ionbot.csv
PXD001952,y5_2h,yes,MSC,/,/,/,young,/,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD001952/IONBOT_v0.7.0/y5_2h.mgf.gzip/y5_2h.mgf.gzip.ionbot.csv
PXD001952,y6_2h,yes,MSC,/,/,/,young,/,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD001952/IONBOT_v0.7.0/y6_2h.mgf.gzip/y6_2h.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH11,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH11.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH11.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH3,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH3.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH3.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH4,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH4.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH4.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH5,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH5.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH5.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH6,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH6.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH6.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH8,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,1,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH8.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep1_pH8.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH11,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,2,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH11.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH11.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH3,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,2,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH3.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH3.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH4,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,2,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH4.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH4.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH5,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,2,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH5.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH5.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH6,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,2,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH6.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH6.mgf.gzip.ionbot.csv
PXD000612,20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH8,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,2,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH8.mgf.gzip/20111219_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep2_pH8.mgf.gzip.ionbot.csv
PXD000612,20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH11,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,3,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH11.mgf.gzip/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH11.mgf.gzip.ionbot.csv
PXD000612,20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH3,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,3,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH3.mgf.gzip/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH3.mgf.gzip.ionbot.csv
PXD000612,20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH4,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,3,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH4.mgf.gzip/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH4.mgf.gzip.ionbot.csv
PXD000612,20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH5,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,3,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH5.mgf.gzip/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH5.mgf.gzip.ionbot.csv
PXD000612,20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH6,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,3,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH6.mgf.gzip/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH6.mgf.gzip.ionbot.csv
PXD000612,20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH8,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,3,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH8.mgf.gzip/20111222_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep3_pH8.mgf.gzip.ionbot.csv
PXD000612,20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH11,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,4,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH11.mgf.gzip/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH11.mgf.gzip.ionbot.csv
PXD000612,20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH3,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,4,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH3.mgf.gzip/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH3.mgf.gzip.ionbot.csv
PXD000612,20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH4,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,4,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH4.mgf.gzip/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH4.mgf.gzip.ionbot.csv
PXD000612,20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH5,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,4,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH5.mgf.gzip/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH5.mgf.gzip.ionbot.csv
PXD000612,20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH6,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,4,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH6.mgf.gzip/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH6.mgf.gzip.ionbot.csv
PXD000612,20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH8,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,4,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH8.mgf.gzip/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep4_pH8.mgf.gzip.ionbot.csv
PXD000612,20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH11,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,5,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH11.mgf.gzip/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH11.mgf.gzip.ionbot.csv
PXD000612,20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH3,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,5,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH3.mgf.gzip/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH3.mgf.gzip.ionbot.csv
PXD000612,20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH4,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,5,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH4.mgf.gzip/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH4.mgf.gzip.ionbot.csv
PXD000612,20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH5,yes,HeLa,adenocarcinoma,cervix,/,HeLa S3,5,/home/compomics/mounts/conode53/pride/PRIDE_DATA/PXD000612/IONBOT_v0.7.0/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH5.mgf.gzip/20111225_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_Control_rep5_pH5.mgf.gzip.ionbot.csv
