PXD,RAW,Useable,cell_line,disease,tissue_type,treatment,sub_cell,pool_id,file_path
PXD000612,20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH6,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,15,
PXD000612,20120310_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep1_pH8,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,15,
PXD000612,20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH11,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,16,
PXD000612,20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH3,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,16,
PXD000612,20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH4,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,16,
PXD000612,20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH5,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,16,
PXD000612,20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH6,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,16,
PXD000612,20120313_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep2_pH8,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,16,
PXD000612,20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH11,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,17,
PXD000612,20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH3,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,17,
PXD000612,20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH4,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,17,
PXD000612,20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH5,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,17,
PXD000612,20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH6,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,17,
PXD000612,20120314_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep3_pH8,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,17,
PXD000612,20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH11,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,18,
PXD000612,20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH3,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,18,
PXD000612,20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH4,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,18,
PXD000612,20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH5,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,18,
PXD000612,20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH6,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,18,
PXD000612,20120317_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_EGF15_rep4_pH8,yes,HeLa,adenocarcinoma,cervix,EGF15,HeLa S3,18,
PXD000612,20120329_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep1_pH11,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,19,
PXD000612,20120329_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep1_pH3,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,19,
PXD000612,20120329_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep1_pH4,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,19,
PXD000612,20120329_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep1_pH5,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,19,
PXD000612,20120329_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep1_pH6,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,19,
PXD000612,20120329_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep1_pH8,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,19,
PXD000612,20120330_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep2_pH11,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,20,
PXD000612,20120330_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep2_pH3,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,20,
PXD000612,20120330_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep2_pH4,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,20,
PXD000612,20120330_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep2_pH5,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,20,
PXD000612,20120330_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep2_pH6,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,20,
PXD000612,20120330_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep2_pH8,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,20,
PXD000612,20120401_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep3_pH11,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,21,
PXD000612,20120401_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep3_pH3,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,21,
PXD000612,20120401_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep3_pH4,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,21,
PXD000612,20120401_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep3_pH5,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,21,
PXD000612,20120401_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep3_pH6,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,21,
PXD000612,20120401_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep3_pH8,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,21,
PXD000612,20120402_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep4_pH11,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,22,
PXD000612,20120402_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep4_pH3,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,22,
PXD000612,20120402_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep4_pH4,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,22,
PXD000612,20120402_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep4_pH5,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,22,
PXD000612,20120402_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep4_pH6,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,22,
PXD000612,20120402_EXQ5_KiSh_SA_LabelFree_HeLa_Proteome_PV_rep4_pH8,yes,HeLa,adenocarcinoma,cervix,Pervanadate/Calyculin,HeLa S3,22,
PXD003903,PT4710-13,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4710-14,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4710-15,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4710-16,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4710-2,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4710-3,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4710-4,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4710-5,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4710-6,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4710-7,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4710-8,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4710-9,yes,iPSC,healthy,fibroblast,/,HPSI0513i-coio,4,
PXD003903,PT4711-1,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-10,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-11,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-12,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-13,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-14,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-15,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-16,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-2,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-3,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-4,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-5,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-6,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-7,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-8,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4711-9,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,5,
PXD003903,PT4712-1,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-10,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-11,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-12,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-13,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-14,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-15,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-16,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-2,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-3,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-4,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-5,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-6,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-7,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-8,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4712-9,yes,iPSC,healthy,fibroblast,/,HPSI0513i-cuau,6,
PXD003903,PT4715-1,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-10,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-11,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-12,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-13,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-14,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-15,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-16,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-2,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-3,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-4,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-5,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-6,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-7,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-8,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4715-9,yes,iPSC,healthy,fibroblast,/,HPSI0713i-darw,7,
PXD003903,PT4718-1,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-10,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-11,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-12,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-13,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-14,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-15,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-16,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-2,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-3,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-4,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-5,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-6,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-7,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-8,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4718-9,yes,iPSC,healthy,fibroblast,/,HPSI0713i-kaks,8,
PXD003903,PT4729-1,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-10,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-11,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-12,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-13,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-14,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-15,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-16,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-2,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-3,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-4,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-5,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-6,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-7,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-8,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4729-9,yes,iPSC,healthy,fibroblast,/,HPSI0513i-euir,9,
PXD003903,PT4735-1,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-10,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-11,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-12,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-13,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-14,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-15,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-16,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-2,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-3,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-4,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-5,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-6,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-7,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
PXD003903,PT4735-8,yes,iPSC,healthy,fibroblast,/,HPSI0613i-riiv,10,
